"estimate","lower","upper","p_value","width","reject","cover","width_met"
0.216666666666667,0.0408232386396857,0.374739723246731,0.0157617407897321,0.333916484607045,TRUE,TRUE,FALSE
0.333333333333333,0.158886842933784,0.480784613844881,0.000193941629103719,0.321897770911097,TRUE,TRUE,FALSE
0.283333333333333,0.108869925342938,0.434992257907555,0.0014763987809316,0.326122332564618,TRUE,TRUE,FALSE
0.266666666666667,0.0893808890276042,0.421704299321053,0.0032035008484044,0.332323410293449,TRUE,TRUE,FALSE
0.45,0.274806030863571,0.586915252278259,8.21505992041187e-07,0.312109221414688,TRUE,TRUE,FALSE
0.316666666666667,0.140252807829859,0.466837594024248,0.000450461841156413,0.326584786194389,TRUE,TRUE,FALSE
0.216666666666667,0.0450405335279885,0.37152912355825,0.0133280441537276,0.326488590030262,TRUE,TRUE,FALSE
0.233333333333333,0.0545464429111345,0.392287773107901,0.0105439741946515,0.337741330196766,TRUE,TRUE,FALSE
0.25,0.0731047082600025,0.406143559824186,0.00560645483311701,0.333038851564183,TRUE,TRUE,FALSE
0.2,0.0214246996372375,0.361575618765172,0.0283716798942524,0.340150919127934,TRUE,TRUE,FALSE
0.133333333333333,-0.0420312204808564,0.297673970006229,0.138523409728315,0.339705190487086,FALSE,FALSE,FALSE
0.333333333333333,0.155429232199149,0.483018215658917,0.000252584340302688,0.327588983459767,TRUE,TRUE,FALSE
0.15,-0.0277830903833551,0.315050783705476,0.0999233185159321,0.342833874088831,FALSE,TRUE,FALSE
0.3,0.122941946256799,0.452044601503058,0.000913345967630887,0.32910265524626,TRUE,TRUE,FALSE
0.333333333333333,0.155429232199149,0.483018215658917,0.000252584340302688,0.327588983459767,TRUE,TRUE,FALSE
0.25,0.0753381989723301,0.404506158202153,0.00502776152504198,0.329167959229823,TRUE,TRUE,FALSE
0.3,0.123886171721138,0.451399237927081,0.000859296549708435,0.327513066205943,TRUE,TRUE,FALSE
0.4,0.224925158118036,0.541812469769913,9.81284872183084e-06,0.316887311651877,TRUE,TRUE,FALSE
0.1,-0.0765315051535662,0.268059297458347,0.272253581062999,0.344590802611913,FALSE,FALSE,FALSE
0.333333333333333,0.157687119543783,0.481552072517943,0.000212829419014377,0.323864952974161,TRUE,TRUE,FALSE
0.283333333333333,0.108869925342938,0.434992257907555,0.0014763987809316,0.326122332564618,TRUE,TRUE,FALSE
0.366666666666667,0.18905055367238,0.51312259393065,5.84790614547262e-05,0.32407204025827,TRUE,TRUE,FALSE
0.316666666666667,0.140252807829859,0.466837594024248,0.000450461841156413,0.326584786194389,TRUE,TRUE,FALSE
0.283333333333333,0.105134395117649,0.437606696205549,0.00184197902365543,0.3324723010879,TRUE,TRUE,FALSE
0.35,0.174147748738953,0.496877187905642,0.000105347784707259,0.322729439166689,TRUE,TRUE,FALSE
0.266666666666667,0.0961654344812528,0.416911408587487,0.00219690162485153,0.320745974106235,TRUE,TRUE,FALSE
0.333333333333333,0.156714332530285,0.482180305439015,0.00022925943370481,0.32546597290873,TRUE,TRUE,FALSE
0.216666666666667,0.0384706797397892,0.376559361731132,0.0172306474932429,0.338088681991343,TRUE,TRUE,FALSE
0.483333333333333,0.313372922820398,0.614257327277428,7.20675218109624e-08,0.30088440445703,TRUE,FALSE,FALSE
0.283333333333333,0.105749505151419,0.437171708642004,0.00177743365881024,0.331422203490585,TRUE,TRUE,FALSE
0.266666666666667,0.0914304321182383,0.420234053116297,0.00286911279207662,0.328803620998059,TRUE,TRUE,FALSE
0.316666666666667,0.138142028594058,0.468252764402095,0.000521638862445062,0.330110735808037,TRUE,TRUE,FALSE
0.316666666666667,0.138142028594058,0.468252764402095,0.000521638862445062,0.330110735808037,TRUE,TRUE,FALSE
0.283333333333333,0.104725927375165,0.437896503242888,0.00188582438381709,0.333170575867723,TRUE,TRUE,FALSE
0.216666666666667,0.0384706797397892,0.376559361731132,0.0172306474932429,0.338088681991343,TRUE,TRUE,FALSE
0.216666666666667,0.0408232386396857,0.374739723246731,0.0157617407897321,0.333916484607045,TRUE,TRUE,FALSE
0.05,-0.120399515601104,0.216419264415182,0.571607644953331,0.336818780016286,FALSE,FALSE,FALSE
0.316666666666667,0.141321796938614,0.466129760662946,0.000417577123693184,0.324807963724332,TRUE,TRUE,FALSE
0.3,0.122212379827172,0.452546253310939,0.00095693475644127,0.330333873483766,TRUE,TRUE,FALSE
0.266666666666667,0.0886710495121323,0.422217805557735,0.00332577900373219,0.333546756045603,TRUE,TRUE,FALSE
0.4,0.223100155737094,0.542861504513925,1.1771339097615e-05,0.319761348776831,TRUE,TRUE,FALSE
0.316666666666667,0.144145912591066,0.464289579806357,0.000340094467031112,0.32014366721529,TRUE,TRUE,FALSE
0.283333333333333,0.104522170359321,0.438041349908834,0.00190799258069733,0.333519179549513,TRUE,TRUE,FALSE
0.25,0.0717026508141455,0.407181980126166,0.0059928621702048,0.33547932931202,TRUE,TRUE,FALSE
0.216666666666667,0.0378887045051498,0.377012524926061,0.0176063638836608,0.339123820420911,TRUE,TRUE,FALSE
0.25,0.0767795714342465,0.403460798575329,0.00467773498104727,0.326681227141082,TRUE,TRUE,FALSE
0.45,0.274806030863571,0.586915252278259,8.2150599204119e-07,0.312109221414688,TRUE,TRUE,FALSE
0.3,0.121693801390341,0.452904399630671,0.000988910742289953,0.33121059824033,TRUE,TRUE,FALSE
0.233333333333333,0.0593345573503055,0.388680459078672,0.00857380901672268,0.329345901728367,TRUE,TRUE,FALSE
0.233333333333333,0.0545464429111344,0.392287773107901,0.0105439741946516,0.337741330196766,TRUE,TRUE,FALSE
0.4,0.224123071180846,0.542270744693869,1.06344006331377e-05,0.318147673513023,TRUE,TRUE,FALSE
0.333333333333333,0.155110042491545,0.483227719354228,0.000258675666468081,0.328117676862684,TRUE,TRUE,FALSE
0.25,0.0767795714342465,0.403460798575329,0.00467773498104727,0.326681227141082,TRUE,TRUE,FALSE
0.416666666666667,0.240525211714491,0.557465751431107,4.87559451173031e-06,0.316940539716616,TRUE,TRUE,FALSE
0.383333333333333,0.206242898925414,0.527903917337707,2.61700261670239e-05,0.321661018412293,TRUE,TRUE,FALSE
0.466666666666667,0.292245711358288,0.60143785620085,3.13874594549374e-07,0.309192144842562,TRUE,TRUE,FALSE
0.25,0.0713047267259863,0.407478143864813,0.0061058443549368,0.336173417138827,TRUE,TRUE,FALSE
0.383333333333333,0.20602011161899,0.528037585394838,2.67163100147397e-05,0.322017473775848,TRUE,TRUE,FALSE
0.266666666666667,0.0877639458922648,0.422877160941748,0.00348700489214138,0.335113215049483,TRUE,TRUE,FALSE
0.383333333333333,0.209408222631143,0.526039336738614,1.94069753889199e-05,0.316631114107471,TRUE,TRUE,FALSE
0.15,-0.0279682783099017,0.315207456807208,0.10030104005624,0.34317573511711,FALSE,TRUE,FALSE
0.283333333333333,0.110352865534472,0.433972982171157,0.00134804276790541,0.323620116636685,TRUE,TRUE,FALSE
0.383333333333333,0.206689762089016,0.527636755239082,2.51039334395871e-05,0.320946993150067,TRUE,TRUE,FALSE
0.35,0.174147748738953,0.496877187905642,0.000105347784707259,0.322729439166689,TRUE,TRUE,FALSE
0.3,0.122212379827172,0.452546253310939,0.00095693475644127,0.330333873483766,TRUE,TRUE,FALSE
0.4,0.235051604786547,0.536432471304749,3.35851832932855e-06,0.301380866518202,TRUE,TRUE,FALSE
0.25,0.0723017426996909,0.40673729177121,0.00582553664113501,0.33443554907152,TRUE,TRUE,FALSE
0.316666666666667,0.144145912591066,0.464289579806357,0.000340094467031112,0.32014366721529,TRUE,TRUE,FALSE
0.266666666666667,0.0927802452096111,0.419276103283241,0.00266359010062098,0.32649585807363,TRUE,TRUE,FALSE
0.366666666666667,0.18905055367238,0.51312259393065,5.84790614547262e-05,0.32407204025827,TRUE,TRUE,FALSE
0.333333333333333,0.155003828511058,0.483297555031458,0.000260729632855317,0.328293726520399,TRUE,TRUE,FALSE
0.25,0.0711062017054001,0.407626136343439,0.00616276425205663,0.336519934638039,TRUE,TRUE,FALSE
0.35,0.171972172709773,0.498254004072235,0.000125773647272623,0.326281831362462,TRUE,TRUE,FALSE
0.216666666666667,0.0378887045051498,0.377012524926061,0.0176063638836608,0.339123820420911,TRUE,TRUE,FALSE
0.333333333333333,0.155110042491545,0.483227719354228,0.000258675666468081,0.328117676862684,TRUE,TRUE,FALSE
0.383333333333333,0.206689762089016,0.527636755239082,2.51039334395871e-05,0.320946993150067,TRUE,TRUE,FALSE
0.266666666666667,0.0877639458922648,0.422877160941748,0.00348700489214138,0.335113215049483,TRUE,TRUE,FALSE
0.216666666666667,0.0398381394567105,0.37549925642029,0.0163670953701847,0.335661116963579,TRUE,TRUE,FALSE
0.2,0.0293000867734294,0.355410490165606,0.0216372020533178,0.326110403392177,TRUE,TRUE,FALSE
0.433333333333333,0.257608012283151,0.572237873136058,2.03851428292334e-06,0.314629860852907,TRUE,TRUE,FALSE
0.283333333333333,0.106574216689598,0.436591229272462,0.00169364127553031,0.330017012582864,TRUE,TRUE,FALSE
0.35,0.174147748738953,0.496877187905642,0.000105347784707259,0.322729439166689,TRUE,TRUE,FALSE
0.283333333333333,0.106574216689598,0.436591229272462,0.00169364127553031,0.330017012582864,TRUE,TRUE,FALSE
0.266666666666667,0.0914304321182383,0.420234053116297,0.00286911279207662,0.328803620998059,TRUE,TRUE,FALSE
0.316666666666667,0.139404216468368,0.467403770684946,0.000478053895727034,0.327999554216578,TRUE,TRUE,FALSE
0.333333333333333,0.160320471135663,0.479878395629106,0.000173246347296683,0.319557924493443,TRUE,TRUE,FALSE
0.2,0.0217121393554549,0.361346899765437,0.0281080401471518,0.339634760409982,TRUE,TRUE,FALSE
0.183333333333333,0.0102625629737458,0.341861396322969,0.0380626070324449,0.331598833349223,TRUE,TRUE,FALSE
0.3,0.121280441731315,0.453190803456949,0.00101500094711307,0.331910361725634,TRUE,TRUE,FALSE
0.2,0.0260957093850769,0.357892854793254,0.0242539479880881,0.331797145408177,TRUE,TRUE,FALSE
0.35,0.171972172709773,0.498254004072235,0.000125773647272623,0.326281831362462,TRUE,TRUE,FALSE
0.2,0.0214246996372375,0.361575618765172,0.0283716798942524,0.340150919127934,TRUE,TRUE,FALSE
0.266666666666667,0.0886710495121324,0.422217805557735,0.00332577900373218,0.333546756045603,TRUE,TRUE,FALSE
0.266666666666667,0.0886710495121324,0.422217805557735,0.00332577900373218,0.333546756045603,TRUE,TRUE,FALSE
0.3,0.12138365725578,0.453119212235417,0.00100843575000714,0.331735554979637,TRUE,TRUE,FALSE
0.433333333333333,0.260462900481459,0.57073126558351,1.4774300331812e-06,0.310268365102051,TRUE,TRUE,FALSE
