"group","outcome"
"Control",6.18134318015184
"Control",4.97156805850323
"Control",-8.91071803429628
"Control",9.978980222237
"Control",3.57477166957039
"Control",8.87292838878435
"Control",4.00796574134401
"Control",-3.18338312741966
"Control",2.37709280772386
"Control",6.72594539684617
"Control",4.83227497768327
"Control",0.875343201418277
"Control",-0.406510406077967
"Control",-0.352517378430567
"Control",-3.53779966745529
"Control",-11.1751193707079
"Control",-3.54354641981338
"Control",3.17493213484366
"Control",16.0887269649703
"Control",0.054056308363929
"Control",-7.88445845942965
"Control",-2.71222104519071
"Control",-0.434740172563266
"Control",-10.5334889229866
"Control",8.46419689184956
"Control",-3.61478127684079
"Control",7.48607880208169
"Control",-5.8031222946407
"Control",-0.234093803055546
"Control",-2.52321506909078
"Control",1.19015647138969
"Control",-3.65635781386414
"Control",-0.252696826901003
"Control",2.13751206639531
"Control",6.56338468181379
"Control",-5.27343426143389
"Control",-7.05625953727388
"Control",-7.0740810252649
"Control",-2.27786500905934
"Control",11.1119939577962
"Control",2.16362892604261
"Control",2.10194534640157
"Control",-0.31852750253952
"Control",2.77022643672265
"Control",-4.33891674037049
"Treatment",-6.97256226643256
"Treatment",1.93850606854917
"Treatment",-5.13975502701225
"Treatment",-4.24035752589194
"Treatment",-2.44789465706532
"Treatment",-0.449568286301904
"Treatment",2.20029857542897
"Treatment",-5.93051078382171
"Treatment",-0.456643415752467
"Treatment",9.80213496131517
"Treatment",7.56593898321245
"Treatment",1.44985898890958
"Treatment",-3.96125583826303
"Treatment",-5.95739260095165
"Treatment",-0.462888862109759
"Treatment",-3.05797389246775
"Treatment",-0.553853037301957
"Treatment",3.33574402549056
"Treatment",-3.6716555014784
"Treatment",1.82355966231147
"Treatment",-1.91666780732827
"Treatment",0.824035957818918
"Treatment",0.552971231679906
"Treatment",-2.24411545794149
"Treatment",11.6312281904016
"Treatment",-2.70023201734183
"Treatment",-5.22478794324408
"Treatment",1.52230040341674
"Treatment",5.50746523142027
"Treatment",6.66680405597834
"Treatment",1.60012099570069
"Treatment",-6.36311379306465
"Treatment",4.38166395355146
"Treatment",-5.00203096334456
"Treatment",5.23288832351887
"Treatment",-0.33890356698203
"Treatment",6.92089171370444
"Treatment",-6.75332904829862
"Treatment",-4.8726449433999
"Treatment",4.30310111154607
"Treatment",3.19157890195946
"Treatment",3.57472271623803
"Treatment",-6.70702889915848
"Treatment",-3.31758306587264
"Treatment",-5.73902785056866
