"estimate","lower","upper","p_value","width","reject","cover","width_met"
4.30314156322856,2.18436003647257,6.42192308998454,0.000115649249999698,4.23756305351196,TRUE,TRUE,FALSE
4.04809857382743,1.97110520677313,6.12509194088173,0.000206068462312989,4.15398673410861,TRUE,TRUE,FALSE
1.12145569493903,-0.833658154239207,3.07656954411726,0.257416158232435,3.91022769835646,FALSE,TRUE,TRUE
5.10375374853614,2.72340506011141,7.48410243696088,5.08976433573511e-05,4.76069737684947,TRUE,TRUE,FALSE
3.75362803939235,1.60407459402709,5.90318148475761,0.000807570109766566,4.29910689073052,TRUE,TRUE,FALSE
4.8705775482751,2.9312872170586,6.80986787949161,3.00438820002551e-06,3.87858066243301,TRUE,TRUE,TRUE
3.84495336843816,1.96108414122499,5.72882259565133,0.000107644030627705,3.76773845442634,TRUE,TRUE,TRUE
2.32888391016026,0.0971349120379479,4.56063290828257,0.041021957717025,4.46349799624462,TRUE,TRUE,FALSE
3.50113516546747,1.46541031244455,5.53686001849039,0.000957915318258479,4.07144970604584,TRUE,TRUE,FALSE
4.41795379146393,2.41270050095198,6.42320708197589,3.28300037756191e-05,4.01050658102391,TRUE,TRUE,FALSE
4.01873301398123,1.94972247942619,6.08774354853627,0.000215858374712504,4.13802106911008,TRUE,TRUE,FALSE
3.18453855005502,0.780843739639773,5.58823336047027,0.00999984151356638,4.80738962083049,TRUE,TRUE,FALSE
2.91430008161558,1.00371178011056,4.82488838312059,0.00319803244250219,3.82117660301003,TRUE,TRUE,TRUE
2.92568281129119,1.04100766815053,4.81035795443186,0.00272051638303566,3.76935028628132,TRUE,TRUE,TRUE
2.25416634303033,0.093834185341215,4.41449850071945,0.0410388056104565,4.32066431537824,TRUE,TRUE,FALSE
0.644077977619693,-1.3754840481325,2.66364000337188,0.527864595219057,4.03912405150438,FALSE,FALSE,FALSE
2.25295482125697,0.446468374081833,4.0594412684321,0.0151037729030284,3.61297289435027,TRUE,TRUE,TRUE
3.66933446417112,1.3796592415787,5.95900968676354,0.00200433353334969,4.57935044518485,TRUE,TRUE,FALSE
6.39180145745827,4.10724548948942,8.67635742542713,2.85141665748472e-07,4.56911193593771,TRUE,FALSE,FALSE
3.01139607042203,0.966811407540883,5.05598073330317,0.00435481573327348,4.08916932576229,TRUE,TRUE,FALSE
1.33781021008133,-1.00057715037437,3.67619757053704,0.258647932552047,4.67677472091141,FALSE,TRUE,FALSE
2.42821359862366,0.300609759109101,4.55581743813822,0.0257722877047752,4.25520767902912,TRUE,TRUE,FALSE
2.90834872428836,0.791195042141593,5.02550240643513,0.00765025627262149,4.23430736429354,TRUE,TRUE,FALSE
0.779345553013902,-1.34976907309263,2.90846017912044,0.468892461781396,4.25822925221307,FALSE,FALSE,FALSE
4.78440938282417,2.69536375598189,6.87345500966644,1.69995028823971e-05,4.17809125368455,TRUE,TRUE,FALSE
2.2379371947901,0.129190534402436,4.34668385517775,0.0377822403216792,4.21749332077532,TRUE,TRUE,FALSE
4.5782039838722,2.4956750069804,6.660732960764,3.40301676889053e-05,4.1650579537836,TRUE,TRUE,FALSE
1.77659440056218,-0.368370542296209,3.92155934342056,0.103331300401621,4.28992988571677,FALSE,TRUE,FALSE
2.95064869308091,1.03165609725853,4.86964128890328,0.00297238480031804,3.83798519164475,TRUE,TRUE,TRUE
2.46805955701427,0.623069599364825,4.31304951466371,0.00932518061628561,3.68997991529889,TRUE,TRUE,TRUE
3.25090701477203,1.37528108210332,5.12653294744074,0.000878599344529121,3.75125186533742,TRUE,TRUE,TRUE
2.22917209117569,-0.0222675601611484,4.48061174251253,0.0522592274346856,4.50287930267367,FALSE,TRUE,FALSE
2.9467268312997,1.04789427553379,4.84555938706561,0.00272857915482782,3.79766511153182,TRUE,TRUE,TRUE
3.45062711039348,1.36434871823038,5.53690550255659,0.00145630115471254,4.17255678432621,TRUE,TRUE,FALSE
4.38368298362607,2.45613221153667,6.31123375571548,1.92075135106035e-05,3.85510154417882,TRUE,TRUE,TRUE
1.88826244284674,-0.178846971031968,3.95537185672545,0.0728766043247849,4.13421882775741,FALSE,TRUE,FALSE
1.51240987339525,-0.785180952848929,3.81000069963943,0.194228653759134,4.59518165248836,FALSE,TRUE,FALSE
1.50865277383892,-0.399662075380175,3.41696762305801,0.119751032596885,3.81662969843819,FALSE,TRUE,TRUE
2.51978389126483,0.357906144960692,4.68166163756896,0.0228660317219376,4.32375549260827,TRUE,TRUE,FALSE
5.34261401684432,3.31962590700672,7.36560212668193,1.05131776101744e-06,4.04597621967521,TRUE,FALSE,FALSE
3.45613302784791,1.35657262318985,5.55569343250597,0.00152965630949001,4.19912080931611,TRUE,TRUE,FALSE
3.4431289874547,1.14189210979505,5.74436586511436,0.00379935597892292,4.60247375531931,TRUE,TRUE,FALSE
2.93284850630467,0.9978904867389,4.86780652587044,0.00338617579766526,3.86991603913154,TRUE,TRUE,TRUE
3.58401501163039,1.71070848381932,5.45732153944146,0.000264060747824314,3.74661305562214,TRUE,TRUE,TRUE
2.08527603483972,-0.147402611136279,4.31795468081572,0.0667877891230175,4.465357291952,FALSE,TRUE,FALSE
1.53005480738182,-0.437847376710403,3.49795699147404,0.125903865199727,3.93580436818445,FALSE,TRUE,TRUE
3.40867296231159,1.22809130464887,5.58925461997432,0.00254822086374506,4.36116331532545,TRUE,TRUE,FALSE
1.91644449995607,-0.108363404235806,3.94125240414794,0.0632877951556609,4.04961580838375,FALSE,TRUE,FALSE
2.10605414164967,0.0761160476079334,4.13599223569141,0.0421758888249657,4.05987618808347,TRUE,TRUE,FALSE
2.48393849410112,0.332624600413245,4.63525238778899,0.0241383999541013,4.30262778737575,TRUE,TRUE,FALSE
2.90522268343382,1.01382705600698,4.79661831086066,0.00300065121321791,3.78279125485369,TRUE,TRUE,TRUE
3.46386366871862,1.36767061025416,5.56005672718309,0.00147015215209194,4.19238611692893,TRUE,TRUE,FALSE
1.74973854899553,-0.275223400935412,3.77470049892647,0.089462645443588,4.04992389986188,FALSE,TRUE,FALSE
2.9037311151802,0.599267405637752,5.20819482472265,0.014120928722,4.6089274190849,TRUE,TRUE,FALSE
5.06647149400816,3.18462336941824,6.94831961859808,6.88520986621293e-07,3.76369624917984,TRUE,FALSE,TRUE
4.59503998832065,2.55549211933065,6.63458785731066,2.25711776772388e-05,4.07909573798001,TRUE,TRUE,FALSE
3.30565711273487,1.40713229726438,5.20418192820536,0.000834578196872485,3.79704963094097,TRUE,TRUE,TRUE
2.16489394376328,0.0785233022276777,4.25126458529889,0.0421488535387637,4.17274128307121,TRUE,TRUE,FALSE
